Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
579000;711;36418;462000;1289500;171314;25493;1283;779;951
884000;710;44635;1374000;1295500;170327;27164;1465;682;953
2667750;773;72231;555500;1353500;64144;52927;1378;726;969
1450000;750;54332;752000;1310000;173660;38170;1298;771;960
285750;677;29017;1259000;1319000;88025;12303;2303;434;927
278500;806;21932;1517000;1311500;65772;16995;1292;774;940
1841750;740;60301;1534000;1300000;164120;47818;1243;804;968
3487750;763;85796;1122000;1358000;49254;60356;1343;745;955
3135500;796;74404;2173500;1355500;53746;54484;1340;746;971
2145000;746;65795;1179500;1293000;133152;52088;1154;867;954
130750;761;16279;1867500;1293500;100620;12402;1047;955;898
2926500;717;81727;2362500;1345000;31745;58940;1204;830;967
2590750;759;76199;2085500;1302500;167879;41889;1716;583;966
265500;745;25773;1267000;1295500;108083;13500;1664;601;954
170250;677;20555;737000;1298000;175815;11753;1655;604;934
750500;711;43546;2253500;1306000;158443;26250;1397;716;955
723750;606;42714;601000;1298500;128346;29483;1400;714;942
1092500;843;41512;1892500;1298500;91380;35324;1085;921;968
5211500;784;95923;2020000;1374000;47746;72000;1282;780;975
109000;694;16651;1280000;1299000;138652;10603;1605;623;947
310750;682;30438;2356000;1302000;104265;15500;1672;598;960
1851750;718;70308;1907500;1308500;146310;40584;1678;596;960
958500;771;41908;1830000;1314000;160484;33376;1156;865;962
2842000;678;85972;2239500;1390000;83991;49343;1811;552;924
165000;815;17414;1295500;1305500;129174;13486;1095;913;952
3013250;824;70401;321500;1357500;36626;57301;1153;868;981
1921250;750;59500;737500;1308500;118072;43577;1314;761;970
49500;747;10595;1442000;1318000;70710;6938;1448;691;878
928250;770;43477;664000;1319000;149601;29043;1403;713;962
3339750;822;73926;1492500;1325000;156903;61165;1184;845;969
71000;824;12379;2160500;1318000;46637;9000;1194;838;940
1400750;753;55731;1982000;1365000;80707;40639;1383;723;945
284500;838;22023;1280000;1311000;129472;18500;1106;904;960
675000;814;34398;231000;1317000;147465;26549;1104;906;958
19259750;804;177229;466000;1490500;87089;146363;1142;876;975
2420250;753;70109;796000;1357500;20891;50638;1350;741;971
387750;757;31197;1264000;1316000;111631;19092;1584;631;944
265000;784;21783;1247000;1338000;58134;16345;1314;761;941
2357000;764;64399;1418500;1365000;31345;51913;1105;905;955
568750;732;34817;1576500;1341500;35059;26216;1231;812;956
537000;680;36225;629000;1333000;20186;21315;1909;524;960
728250;733;39715;2340000;1358500;79114;29072;1205;830;950
160500;732;20616;1295500;1320000;129094;13197;1534;652;943
263750;670;27505;1370500;1345000;62969;13682;2000;500;905
776500;794;39702;706500;1321000;106837;26500;1405;712;972
398000;752;28640;2004500;1325000;135707;21500;1158;864;959
2504500;726;79014;2270000;1326500;111532;45287;1778;562;962
722250;648;41310;1474500;1331500;128118;22787;1723;580;915
508250;473;50384;765500;1365000;49830;19288;2429;412;928
693000;702;41704;2306000;1333500;142306;27709;1436;696;950
908500;789;41331;1282000;1332000;145349;31473;1262;793;958
1583250;785;54113;639500;1370500;31781;38512;1310;763;969
1482250;789;50796;1090000;1379000;69246;43791;1069;935;965
2183000;861;62101;1364500;1377000;37147;48383;1222;818;973
745750;670;40106;615000;1338000;125870;29748;1280;781;950
128500;725;16279;1894500;1340500;169380;12343;1059;945;885
2374250;758;66002;1225500;1347000;164174;52042;1108;902;946
581750;726;33712;249000;1342000;144660;25958;1295;772;948
2801750;769;74035;2092500;1337000;154819;51858;1312;762;972
744750;759;39217;1333500;1359000;19359;27000;1314;761;940
464500;589;40227;591500;1373500;57693;18127;2044;489;933
503500;796;30414;1202500;1363000;43668;23745;1207;829;959
485000;752;30270;1997000;1357500;22329;23277;1041;960;945
456250;711;34300;686500;1342000;149323;21500;1440;694;949
192000;650;23033;374500;1358000;27121;10937;2001;500;901
111750;737;15890;1908000;1359500;77276;11286;1257;796;897
1714750;771;57020;2192000;1357500;144638;43414;1152;868;968
370500;683;30054;2340000;1367000;44326;20058;1457;686;937
339000;605;32268;2362500;1346000;139399;14675;2071;483;926
1258500;732;55536;1147000;1366000;2064;32364;1699;588;960
1452750;610;63531;1909000;1361000;1804;37063;1820;549;859
1330000;726;52118;718500;1359500;151960;38248;1403;713;965
1028750;747;50085;542000;1362500;165548;29000;1592;628;961
254750;731;24581;2391000;1354500;94667;16010;1513;661;924
865750;721;44903;2307000;1391500;44549;26775;1424;702;966
408000;811;26833;2167000;1369000;26565;22500;1080;926;956
906500;706;48541;765500;1383500;18622;25000;1982;505;975
645750;732;36017;1983500;1365500;166350;24687;1436;696;901
129750;778;16194;367000;1366000;8881;12435;1065;939;903
1960000;812;60299;1099000;1377000;174289;44030;1253;798;972
112250;739;16568;1327000;1363500;174806;9000;1829;547;933
200750;812;20156;1217500;1379000;66615;14500;1239;807;940
1099000;810;45025;2364500;1360500;119982;35500;1128;887;974
3504250;730;91012;659500;1375000;152872;54255;1573;636;966
1347250;767;53584;1947000;1406500;49921;35255;1528;655;962
117250;676;18344;1908000;1362000;107447;11667;1470;680;888
206000;726;22699;1468500;1371500;172405;13500;1669;599;927
312000;751;24990;1203000;1365000;109885;19143;1154;867;933
743750;649;48324;1490500;1366000;151579;24243;2058;486;950
112000;649;19294;1347000;1366000;148782;10000;1779;562;964
294250;802;23345;1330500;1378500;9866;19058;1085;922;938
2023250;789;62211;1418000;1366500;111203;46582;1151;869;972
420500;696;32650;2340000;1368000;117350;20000;1343;745;954
702250;781;40525;2136000;1386000;9230;24294;1623;616;957
835000;659;44735;2254500;1410000;64867;24681;1577;634;946
233750;621;25520;1455000;1379500;145376;14569;1522;657;928
3433750;799;78603;1298000;1387500;138094;59602;1312;762;976
2689250;698;73056;2006500;1388500;168152;57857;1262;793;944
582750;785;33204;1354000;1375500;108435;24789;1205;830;944
660000;769;38269;1477000;1377000;118909;23803;1523;657;950
258750;783;22051;1212500;1389500;32969;16617;1310;763;931
137250;579;22389;576500;1382000;156297;11343;1933;517;893
1379500;837;47424;2161000;1396500;155056;40966;1046;956;970
94750;568;20396;1915000;1381000;168690;7000;2725;367;917
722000;742;40262;2077500;1392500;165619;25500;1703;587;960
1607500;657;56586;1453500;1381000;136432;48005;1076;929;921
1193000;758;48332;1902000;1387500;155556;36438;1341;745;921
544000;664;37796;1971000;1406500;27582;21313;1646;607;937
848500;770;43278;523500;1413000;40314;29876;1321;757;967
272250;682;27586;555500;1401500;43531;15566;1847;541;933
598000;793;34918;1372500;1402000;29134;22500;1365;732;971
400500;817;25962;2126500;1410000;74358;22078;1151;869;948
1127000;645;55159;1265500;1395000;134265;32890;1540;649;959
4352750;781;83596;577000;1472500;87257;72436;1091;916;950
964750;703;52089;1495500;1420000;21393;26817;1963;509;955
928500;723;43566;2004500;1390500;121866;30390;1304;767;955
1267000;764;51042;2206500;1397000;150673;33307;1492;670;964
1452500;776;51022;2252000;1422500;24305;38721;1312;762;962
855750;761;39528;1251500;1433000;71565;31736;1024;976;956
1092000;834;46317;2127500;1430500;45437;34500;1179;848;979
144500;633;20261;1107500;1401500;164249;10884;1690;592;915
1564250;778;55743;1519000;1442500;23806;36898;1527;655;965
224500;758;22322;1370500;1402500;105593;14716;1612;620;933
310500;614;32596;2325500;1420000;32471;13815;2287;437;936
886250;762;41617;2092500;1406500;144782;31759;1160;862;966
1753750;748;55698;2055500;1449000;49733;44008;1219;821;951
676000;751;37901;1377500;1425000;8344;26313;1412;708;949
727500;835;34340;1935000;1432500;42049;29401;1053;950;960
352750;765;25500;1962000;1409500;118072;19928;1292;774;941
464500;723;32202;665000;1409000;115769;21500;1327;754;956
93250;717;14151;1982000;1422500;57995;10000;1296;772;905
1392000;766;51325;2285000;1450500;42236;40334;1197;835;967
164750;748;18608;523500;1414500;120700;11696;1350;741;945
1229250;635;62626;680000;1438500;19592;33500;1774;564;964
1486750;757;55084;1208000;1426000;156460;40209;1274;785;966
1456250;731;58382;2179000;1423000;151899;35766;1653;605;963
220750;758;20304;1918000;1420500;142001;15161;1157;864;919
235250;760;20839;2160000;1433000;30256;14610;1366;732;921
706000;715;40311;2323000;1453500;60255;27279;1348;742;954
3216750;746;84300;1390000;1493000;53198;55641;1533;652;976
1037250;798;42048;1480000;1425000;154654;34308;1097;912;965
681500;774;37313;1980500;1423000;122412;25456;1537;651;950
655250;749;36017;2227500;1428000;166350;25551;1315;761;952
385000;590;34886;1355000;1451000;27300;17838;1969;508;929
508250;709;33560;1465000;1455500;65344;23464;1193;838;945
1014250;770;44500;1270000;1460500;25989;35250;1292;774;964
267750;611;29026;2003500;1434000;169077;12471;2061;485;919
3823000;782;83932;492500;1481500;5812;64484;1050;953;975
93500;795;13928;655000;1429500;111038;10396;1321;757;916
1933500;802;61664;2107000;1441500;161565;46781;1210;826;972
646750;795;33978;1952000;1441500;147011;24740;1227;815;955
283000;684;27354;663500;1434500;149216;15369;1768;566;922
66750;655;13038;643500;1436000;147529;8251;1402;713;863
242000;599;24130;1442500;1455500;55981;19596;1125;889;927
522250;743;35560;626000;1468000;62354;20670;1607;622;958
1843000;726;67186;1369500;1501500;75343;38099;1603;624;970
2505250;696;76236;2259000;1512500;85486;48726;1597;626;923
609750;727;36056;2166500;1440000;123690;22683;1492;670;952
1888000;774;56403;1994500;1474000;24066;46518;1136;880;949
154500;677;22192;2033500;1440500;157479;9500;2220;451;956
1352250;642;51856;1316000;1474000;39523;43283;1082;925;871
2684500;789;66370;2065000;1485500;6054;55581;1147;872;950
120000;648;17493;1518500;1443500;120964;10347;1730;578;886
553500;735;33264;595000;1471500;42563;26936;1122;892;948
136250;766;16978;1259500;1448000;103627;11183;1595;627;918
256250;669;27244;2047500;1451000;137231;12582;2040;490;931
226750;673;23927;1983000;1451500;116030;17301;1249;801;921
4448500;773;88391;2200500;1455500;111922;70012;1344;744;932
225250;645;23087;1466000;1456500;175030;15460;1275;784;910
205750;590;25710;1236500;1459500;166504;15091;1689;592;900
390500;672;29347;1288000;1462500;156930;22263;1180;847;927
2278500;841;62604;1441000;1456000;126229;50457;1102;908;977
1010500;808;41440;1221500;1464000;131576;32965;1091;917;964
611250;670;36473;2150500;1476000;151327;22186;1436;697;943
1360000;706;53782;1250000;1495500;16750;38132;1426;701;903
233250;626;26912;2049000;1462000;125166;14096;1603;624;912
1250500;740;57554;557000;1516500;50641;31428;1701;588;967
734500;675;41018;592000;1505000;44012;30109;1207;828;951
1965500;723;65776;1270500;1507500;18159;41326;1538;650;950
2425500;695;76865;2106500;1504000;171396;45878;1676;597;925
1893250;756;61664;2017000;1521500;18435;40360;1397;716;958
1239500;688;54829;486000;1536500;83718;34218;1587;630;948
1353750;809;50621;1347000;1532500;86035;37639;1241;806;967
415250;603;38003;1421500;1488000;122645;15633;2671;374;929
1525250;811;56473;1381000;1503500;159800;36926;1507;664;970
159500;618;18668;506000;1514500;82304;15684;1122;892;889
378250;751;28692;1360500;1525500;48532;18508;1410;709;946
381500;676;29585;2066000;1513000;149534;18363;1518;659;936
104250;663;18200;2091500;1506500;159075;8000;1993;502;933
3934000;712;92829;518500;1593000;70491;60361;1594;627;945
657000;747;37165;1444000;1508000;146524;24500;1445;692;968
8000;690;5025;1382000;1514000;95711;2500;1741;574;865
2844250;784;73926;2094500;1514000;149967;53855;1369;731;979
1294500;795;46519;2160000;1551000;25463;38890;1104;906;969
4883250;845;86764;1288500;1595000;64026;75408;1069;936;975
1058750;747;46049;548500;1552000;48521;32791;1170;855;965
393000;573;37752;1384500;1518500;101459;16453;2164;462;923
962500;729;49155;1355500;1528500;133764;28534;1659;603;966
199000;467;30438;1353000;1530500;104265;9331;3505;285;898
338500;747;29155;2202500;1532000;120964;19060;1569;637;953
1389750;769;50062;1393500;1574500;50268;38267;1080;926;971
277750;766;25298;2220000;1536000;108435;14000;1650;606;961
315000;661;27573;2196500;1570500;85840;20672;1222;818;920
4265750;857;83187;2146500;1634000;80311;68500;1129;886;974
1147000;667;54203;532500;1583000;29876;29252;1687;593;963
111250;747;15945;1350500;1557500;131186;10478;1378;726;934
19000;572;8246;1363500;1572000;75964;3343;2887;346;800
452500;789;28504;1368000;1565500;127875;22500;1235;810;960
1081250;756;47909;1349500;1569500;108246;31363;1446;692;960
513500;720;32962;1373000;1586000;112286;20496;1493;670;953
277750;627;29436;1316000;1601500;159102;17002;1727;579;920
725000;748;39437;1335500;1615500;129341;28025;1351;740;960
